TransactionID,TransactionDate,StoreID,ProductID,Quantity,UnitPrice,DiscountAmount,GrossSales,NetSales,PaymentMethod,SalesChannel
T000852,2026-05-24 01:04:24,S003,P0016,3,51.68,0.0,155.04,155.04,Card,Store
T000853,2026-05-24 23:11:12,S007,P0053,3,122.01,36.6,366.03,329.43,Wallet,Store
T000854,2026-05-05 06:43:35,S003,P0036,2,14.43,0.0,28.86,28.86,Cash,Store
T000855,2026-05-20 20:38:43,S010,P0098,5,88.52,22.13,442.6,420.47,Wallet,Store
T000856,2026-05-22 00:56:58,S010,P0030,2,137.6,0.0,275.2,275.2,Card,Store
T000857,2026-05-20 17:04:01,S008,P0011,2,90.41,27.12,180.82,153.7,Wallet,Store
T000858,2026-05-16 17:15:08,S006,P0084,2,82.16,16.43,164.32,147.89,Cash,Store
T000859,2026-05-14 00:32:47,S004,P0021,2,144.78,0.0,289.56,289.56,Card,Store
T000860,2026-05-03 06:26:49,S004,P0053,2,122.01,0.0,244.02,244.02,Card,Store
T000861,2026-05-08 15:34:00,S008,P0079,3,12.41,3.72,37.23,33.51,Card,Store
T000862,2026-05-24 11:23:32,S001,P0100,5,29.71,14.86,148.55,133.69,Card,Store
T000863,2026-05-17 23:21:08,S010,P0079,5,12.41,9.31,62.05,52.74,Wallet,Store
T000864,2026-05-15 01:32:39,S009,P0005,1,47.95,4.8,47.95,43.15,Cash,Store
T000865,2026-05-18 14:06:17,S009,P0067,4,14.66,0.0,58.64,58.64,Wallet,Store
T000866,2026-05-15 14:29:31,S001,P0098,2,88.52,8.85,177.04,168.19,Card,Store
T000867,2026-05-14 10:43:10,S005,P0100,4,29.71,0.0,118.84,118.84,Wallet,Store
T000868,2026-05-21 16:26:44,S009,P0007,2,144.34,28.87,288.68,259.81,Cash,Store
T000869,2026-05-25 21:18:55,S009,P0093,1,14.68,0.0,14.68,14.68,Wallet,Store
T000870,2026-05-11 16:24:58,S003,P0070,4,101.49,40.6,405.96,365.36,Cash,Store
T000871,2026-05-15 03:17:00,S008,P0023,5,182.66,0.0,913.3,913.3,Card,Store
T000872,2026-05-04 16:21:43,S003,P0042,1,36.49,0.0,36.49,36.49,Wallet,Store
T000873,2026-05-24 18:37:45,S002,P0047,5,57.17,28.59,285.85,257.26,Wallet,Store
T000874,2026-05-02 06:13:18,S007,P0021,5,144.78,72.39,723.9,651.51,Card,Store
T000875,2026-05-06 01:52:05,S003,P0073,2,156.93,0.0,313.86,313.86,Card,Store
T000876,2026-05-21 06:34:44,S005,P0040,4,101.86,20.37,407.44,387.07,Cash,Store
T000877,2026-05-25 09:12:55,S004,P0017,1,99.39,14.91,99.39,84.48,Cash,Store
T000878,2026-05-01 22:08:09,S008,P0059,4,110.73,66.44,442.92,376.48,Card,Store
T000879,2026-05-15 14:55:59,S004,P0031,5,133.01,66.5,665.05,598.55,Card,Store
T000880,2026-05-08 19:55:41,S010,P0011,5,90.41,0.0,452.05,452.05,Card,Store
T000881,2026-05-06 05:23:52,S009,P0080,2,21.84,0.0,43.68,43.68,Cash,Store
T000882,2026-05-02 21:02:51,S006,P0084,1,82.16,0.0,82.16,82.16,Wallet,Store
T000883,2026-05-04 15:10:51,S006,P0039,1,23.0,0.0,23.0,23.0,Cash,Store
T000884,2026-05-19 20:28:05,S005,P0021,5,144.78,108.58,723.9,615.32,Cash,Store
T000885,2026-05-03 10:53:49,S010,P0059,3,110.73,0.0,332.19,332.19,Card,Store
T000886,2026-05-18 02:21:49,S007,P0048,1,28.68,2.87,28.68,25.81,Card,Store
T000887,2026-05-11 19:11:21,S003,P0061,1,110.26,5.51,110.26,104.75,Card,Store
T000888,2026-05-02 03:58:46,S004,P0068,2,119.82,35.95,239.64,203.69,Wallet,Store
T000889,2026-05-24 22:01:09,S009,P0094,1,138.97,13.9,138.97,125.07,Wallet,Store
T000890,2026-05-09 19:07:44,S007,P0037,5,50.07,12.52,250.35,237.83,Wallet,Store
T000891,2026-05-19 18:04:23,S006,P0080,2,21.84,6.55,43.68,37.13,Wallet,Store
T000892,2026-05-20 08:28:23,S008,P0094,4,138.97,0.0,555.88,555.88,Wallet,Store
T000893,2026-05-01 16:55:33,S004,P0038,1,44.59,0.0,44.59,44.59,Wallet,Store
T000894,2026-05-14 01:39:22,S004,P0016,5,51.68,25.84,258.4,232.56,Card,Store
T000895,2026-05-21 07:19:30,S009,P0045,2,33.79,0.0,67.58,67.58,Wallet,Store
T000896,2026-05-10 18:26:52,S005,P0037,1,50.07,2.5,50.07,47.57,Wallet,Store
T000897,2026-05-11 14:25:10,S001,P0042,1,36.49,1.82,36.49,34.67,Wallet,Store
T000898,2026-05-07 12:02:01,S010,P0073,1,156.93,0.0,156.93,156.93,Card,Store
T000899,2026-05-21 04:56:33,S008,P0087,4,55.98,0.0,223.92,223.92,Card,Store
T000900,2026-05-15 15:04:17,S008,P0020,5,53.57,13.39,267.85,254.46,Wallet,Store
T000901,2026-05-24 11:29:13,S009,P0008,3,18.79,8.46,56.37,47.91,Wallet,Store
T000902,2026-05-22 12:04:39,S001,P0069,2,173.59,52.08,347.18,295.1,Card,Store
T000903,2026-05-11 13:39:43,S003,P0009,3,105.05,0.0,315.15,315.15,Wallet,Store
T000904,2026-05-13 06:49:20,S003,P0069,5,173.59,130.19,867.95,737.76,Wallet,Store
T000905,2026-05-09 15:04:06,S005,P0015,3,153.72,0.0,461.16,461.16,Cash,Store
T000906,2026-05-10 07:52:09,S004,P0064,3,32.29,9.69,96.87,87.18,Wallet,Store
T000907,2026-05-02 07:21:29,S003,P0039,1,23.0,1.15,23.0,21.85,Cash,Store
T000908,2026-05-17 05:36:35,S009,P0057,1,66.37,6.64,66.37,59.73,Cash,Store
T000909,2026-05-25 11:55:04,S008,P0044,5,21.97,5.49,109.85,104.36,Cash,Store
T000910,2026-05-07 01:19:51,S002,P0099,5,44.46,0.0,222.3,222.3,Card,Store
T000911,2026-05-10 01:36:11,S009,P0050,1,18.16,0.0,18.16,18.16,Wallet,Store
T000912,2026-05-02 03:45:13,S002,P0077,3,88.55,26.56,265.65,239.09,Wallet,Store
T000913,2026-05-25 11:21:53,S005,P0099,1,44.46,6.67,44.46,37.79,Wallet,Store
T000914,2026-05-10 10:04:21,S006,P0027,2,36.85,0.0,73.7,73.7,Wallet,Store
T000915,2026-05-05 05:44:03,S008,P0041,1,62.42,3.12,62.42,59.3,Card,Store
T000916,2026-05-17 03:43:38,S001,P0015,5,153.72,115.29,768.6,653.31,Cash,Store
T000917,2026-05-09 05:09:14,S006,P0070,5,101.49,25.37,507.45,482.08,Wallet,Store
T000918,2026-05-03 11:20:12,S010,P0037,2,50.07,0.0,100.14,100.14,Wallet,Store
T000919,2026-05-05 01:03:20,S009,P0044,4,21.97,0.0,87.88,87.88,Card,Store
T000920,2026-05-02 03:08:07,S001,P0087,1,55.98,5.6,55.98,50.38,Card,Store
T000921,2026-05-21 16:13:56,S003,P0051,5,92.29,69.22,461.45,392.23,Wallet,Store
T000922,2026-05-23 19:25:24,S005,P0046,3,24.33,0.0,72.99,72.99,Cash,Store
T000923,2026-05-03 17:02:57,S008,P0097,5,40.86,0.0,204.3,204.3,Cash,Store
T000924,2026-05-08 08:08:53,S005,P0059,4,110.73,44.29,442.92,398.63,Cash,Store
T000925,2026-05-06 12:01:36,S005,P0079,3,12.41,3.72,37.23,33.51,Card,Store
T000926,2026-05-16 04:06:36,S008,P0059,1,110.73,0.0,110.73,110.73,Card,Store
T000927,2026-05-25 12:41:33,S008,P0062,2,57.17,5.72,114.34,108.62,Wallet,Store
T000928,2026-05-13 03:53:42,S003,P0074,5,59.52,0.0,297.6,297.6,Card,Store
T000929,2026-05-15 14:35:35,S002,P0072,3,114.12,51.35,342.36,291.01,Wallet,Store
T000930,2026-05-18 05:47:23,S004,P0053,5,122.01,0.0,610.05,610.05,Card,Store
T000931,2026-05-23 21:30:59,S002,P0050,3,18.16,0.0,54.48,54.48,Card,Store
T000932,2026-05-23 08:35:53,S010,P0056,3,104.18,46.88,312.54,265.66,Cash,Store
T000933,2026-05-04 21:33:36,S002,P0085,5,75.89,37.95,379.45,341.5,Wallet,Store
T000934,2026-05-15 06:24:51,S006,P0060,5,59.06,0.0,295.3,295.3,Card,Store
T000935,2026-05-22 21:42:52,S002,P0052,5,69.9,0.0,349.5,349.5,Card,Store
T000936,2026-05-07 05:03:28,S008,P0042,1,36.49,0.0,36.49,36.49,Wallet,Store
T000937,2026-05-15 19:20:32,S001,P0097,2,40.86,0.0,81.72,81.72,Card,Store
T000938,2026-05-07 07:29:16,S010,P0050,5,18.16,9.08,90.8,81.72,Wallet,Store
T000939,2026-05-14 12:32:03,S005,P0041,5,62.42,15.61,312.1,296.49,Cash,Store
T000940,2026-05-13 04:38:38,S001,P0075,5,97.7,73.27,488.5,415.23,Card,Store
T000941,2026-05-01 20:23:24,S006,P0008,5,18.79,0.0,93.95,93.95,Card,Store
T000942,2026-05-14 21:29:13,S005,P0015,1,153.72,0.0,153.72,153.72,Card,Store
T000943,2026-05-13 15:50:41,S006,P0081,4,84.16,33.66,336.64,302.98,Wallet,Store
T000944,2026-05-07 20:13:20,S003,P0028,4,96.72,0.0,386.88,386.88,Card,Store
T000945,2026-05-22 04:34:15,S007,P0047,2,57.17,5.72,114.34,108.62,Cash,Store
T000946,2026-05-24 17:43:12,S002,P0002,1,70.73,0.0,70.73,70.73,Wallet,Store
T000947,2026-05-21 15:08:27,S003,P0056,1,104.18,0.0,104.18,104.18,Card,Store
T000948,2026-05-06 16:32:38,S010,P0090,4,145.3,87.18,581.2,494.02,Wallet,Store
T000949,2026-05-12 08:13:08,S009,P0055,4,63.94,25.58,255.76,230.18,Cash,Store
T000950,2026-05-16 08:37:11,S010,P0055,1,63.94,9.59,63.94,54.35,Wallet,Store
T000951,2026-05-19 13:21:39,S005,P0065,4,32.67,19.6,130.68,111.08,Cash,Store
T000952,2026-05-04 21:07:36,S010,P0005,4,47.95,9.59,191.8,182.21,Card,Store
T000953,2026-05-25 10:10:24,S002,P0089,2,21.03,6.31,42.06,35.75,Card,Store
T000954,2026-05-03 08:55:42,S002,P0067,5,14.66,10.99,73.3,62.31,Card,Store
T000955,2026-05-10 22:19:12,S002,P0081,5,84.16,63.12,420.8,357.68,Cash,Store
T000956,2026-05-15 18:39:55,S009,P0044,1,21.97,2.2,21.97,19.77,Card,Store
T000957,2026-05-10 10:31:47,S006,P0074,4,59.52,11.9,238.08,226.18,Cash,Store
T000958,2026-05-09 02:14:10,S010,P0005,3,47.95,21.58,143.85,122.27,Wallet,Store
T000959,2026-05-02 23:53:45,S010,P0061,2,110.26,33.08,220.52,187.44,Card,Store
T000960,2026-05-16 03:00:14,S010,P0095,1,181.52,9.08,181.52,172.44,Cash,Store
T000961,2026-05-05 22:25:13,S002,P0065,3,32.67,4.9,98.01,93.11,Card,Store
T000962,2026-05-20 06:21:26,S005,P0036,1,14.43,0.0,14.43,14.43,Wallet,Store
T000963,2026-05-06 09:30:42,S003,P0095,4,181.52,36.3,726.08,689.78,Wallet,Store
T000964,2026-05-02 12:28:57,S008,P0031,2,133.01,39.9,266.02,226.12,Cash,Store
T000965,2026-05-25 15:02:05,S010,P0019,2,114.2,22.84,228.4,205.56,Card,Store
T000966,2026-05-19 12:33:49,S008,P0031,2,133.01,0.0,266.02,266.02,Cash,Store
T000967,2026-05-06 16:53:39,S005,P0083,1,41.33,0.0,41.33,41.33,Card,Store
T000968,2026-05-08 13:49:41,S005,P0061,4,110.26,66.16,441.04,374.88,Wallet,Store
T000969,2026-05-05 19:18:46,S007,P0091,4,54.63,10.93,218.52,207.59,Card,Store
T000970,2026-05-22 11:29:37,S005,P0002,4,70.73,28.29,282.92,254.63,Wallet,Store
T000971,2026-05-21 12:52:56,S001,P0088,1,91.35,13.7,91.35,77.65,Card,Store
T000972,2026-05-09 03:34:41,S005,P0079,3,12.41,1.86,37.23,35.37,Card,Store
T000973,2026-05-25 08:48:12,S010,P0084,4,82.16,32.86,328.64,295.78,Wallet,Store
T000974,2026-05-11 06:33:02,S010,P0087,2,55.98,16.79,111.96,95.17,Card,Store
T000975,2026-05-01 14:58:23,S001,P0071,1,56.68,0.0,56.68,56.68,Cash,Store
T000976,2026-05-08 10:18:52,S002,P0068,4,119.82,23.96,479.28,455.32,Card,Store
T000977,2026-05-03 02:04:15,S001,P0025,1,95.59,14.34,95.59,81.25,Wallet,Store
T000978,2026-05-23 04:22:05,S004,P0085,5,75.89,0.0,379.45,379.45,Cash,Store
T000979,2026-05-06 04:02:08,S003,P0078,4,68.94,41.36,275.76,234.4,Wallet,Store
T000980,2026-05-22 02:45:24,S005,P0024,3,111.14,33.34,333.42,300.08,Wallet,Store
T000981,2026-05-09 05:53:49,S005,P0059,4,110.73,22.15,442.92,420.77,Cash,Store
T000982,2026-05-11 02:11:12,S001,P0036,4,14.43,5.77,57.72,51.95,Card,Store
T000983,2026-05-16 07:18:22,S003,P0034,4,23.19,0.0,92.76,92.76,Wallet,Store
T000984,2026-05-05 19:41:01,S003,P0051,4,92.29,0.0,369.16,369.16,Card,Store
T000985,2026-05-23 09:25:47,S010,P0028,1,96.72,9.67,96.72,87.05,Cash,Store
T000986,2026-05-24 09:07:26,S002,P0005,1,47.95,7.19,47.95,40.76,Card,Store
T000987,2026-05-02 14:13:01,S008,P0003,2,61.31,0.0,122.62,122.62,Card,Store
T000988,2026-05-01 18:45:52,S006,P0020,4,53.57,32.14,214.28,182.14,Wallet,Store
T000989,2026-05-13 02:33:08,S008,P0099,4,44.46,17.78,177.84,160.06,Wallet,Store
T000990,2026-05-04 20:39:09,S001,P0029,4,38.23,15.29,152.92,137.63,Wallet,Store
T000991,2026-05-02 23:01:13,S006,P0046,3,24.33,7.3,72.99,65.69,Wallet,Store
T000992,2026-05-03 16:44:05,S006,P0012,5,35.08,8.77,175.4,166.63,Card,Store
T000993,2026-05-02 13:59:13,S004,P0083,2,41.33,12.4,82.66,70.26,Wallet,Store
T000994,2026-05-21 13:04:49,S005,P0025,4,95.59,0.0,382.36,382.36,Card,Store
T000995,2026-05-02 07:01:49,S008,P0011,2,90.41,0.0,180.82,180.82,Cash,Store
T000996,2026-05-13 02:17:36,S010,P0093,2,14.68,2.94,29.36,26.42,Wallet,Store
T000997,2026-05-15 00:35:51,S005,P0083,4,41.33,24.8,165.32,140.52,Cash,Store
T000998,2026-05-13 04:18:11,S001,P0044,3,21.97,0.0,65.91,65.91,Cash,Store
T000999,2026-05-05 21:05:36,S009,P0084,4,82.16,49.3,328.64,279.34,Cash,Store
T001000,2026-05-21 00:41:38,S001,P0010,2,184.67,36.93,369.34,332.41,Card,Store
T001001,2026-05-01 06:16:17,S001,P0080,2,21.84,0.0,43.68,43.68,Wallet,Store
T001002,2026-05-20 06:12:52,S005,P0007,1,144.34,14.43,144.34,129.91,Wallet,Store
T001003,2026-05-20 22:24:51,S002,P0009,1,105.05,10.51,105.05,94.54,Cash,Store
T001004,2026-05-24 14:38:12,S004,P0009,4,105.05,21.01,420.2,399.19,Card,Store
T001005,2026-05-11 07:45:48,S010,P0016,5,51.68,0.0,258.4,258.4,Cash,Store
T001006,2026-05-04 09:58:19,S003,P0076,3,119.43,0.0,358.29,358.29,Cash,Store
T001007,2026-05-18 06:00:27,S007,P0097,2,40.86,4.09,81.72,77.63,Card,Store
T001008,2026-05-04 23:01:03,S010,P0032,1,187.28,0.0,187.28,187.28,Wallet,Store
T001009,2026-05-03 00:13:52,S003,P0049,1,89.38,8.94,89.38,80.44,Cash,Store
T001010,2026-05-14 17:19:51,S002,P0023,5,182.66,45.66,913.3,867.64,Wallet,Store
T001011,2026-05-17 16:23:57,S004,P0017,2,99.39,9.94,198.78,188.84,Card,Store
T001012,2026-05-20 06:33:13,S003,P0031,5,133.01,0.0,665.05,665.05,Wallet,Store
T001013,2026-05-12 15:14:51,S010,P0064,1,32.29,1.61,32.29,30.68,Cash,Store
T001014,2026-05-17 03:29:01,S004,P0072,2,114.12,0.0,228.24,228.24,Wallet,Store
T001015,2026-05-15 22:48:31,S009,P0047,5,57.17,0.0,285.85,285.85,Wallet,Store
T001016,2026-05-04 05:25:58,S005,P0027,1,36.85,0.0,36.85,36.85,Wallet,Store
T001017,2026-05-22 01:34:11,S008,P0061,2,110.26,0.0,220.52,220.52,Cash,Store
T001018,2026-05-14 09:09:09,S006,P0083,3,41.33,0.0,123.99,123.99,Card,Store
T001019,2026-05-24 01:54:35,S008,P0079,1,12.41,0.0,12.41,12.41,Wallet,Store
T001020,2026-05-17 04:13:32,S003,P0023,1,182.66,18.27,182.66,164.39,Cash,Store
T001021,2026-05-11 15:15:27,S008,P0031,5,133.01,99.76,665.05,565.29,Cash,Store
T001022,2026-05-11 08:17:35,S006,P0096,2,134.76,0.0,269.52,269.52,Cash,Store
T001023,2026-05-08 02:40:37,S007,P0031,2,133.01,26.6,266.02,239.42,Card,Store
T001024,2026-05-05 07:52:13,S008,P0075,1,97.7,9.77,97.7,87.93,Wallet,Store
T001025,2026-05-05 16:39:56,S003,P0059,4,110.73,22.15,442.92,420.77,Wallet,Store
T001026,2026-05-11 04:37:53,S006,P0025,3,95.59,0.0,286.77,286.77,Cash,Store
T001027,2026-05-05 04:02:43,S010,P0089,1,21.03,1.05,21.03,19.98,Card,Store
T001028,2026-05-08 10:44:47,S007,P0059,2,110.73,11.07,221.46,210.39,Wallet,Store
T001029,2026-05-18 08:21:47,S010,P0021,2,144.78,43.43,289.56,246.13,Cash,Store
T001030,2026-05-19 17:14:21,S009,P0053,4,122.01,0.0,488.04,488.04,Card,Store
T001031,2026-05-08 11:54:59,S001,P0036,4,14.43,0.0,57.72,57.72,Card,Store
T001032,2026-05-19 00:11:05,S004,P0075,5,97.7,0.0,488.5,488.5,Card,Store
T001033,2026-05-02 15:29:57,S001,P0006,4,60.11,36.07,240.44,204.37,Wallet,Store
T001034,2026-05-16 08:45:24,S008,P0051,1,92.29,9.23,92.29,83.06,Cash,Store
T001035,2026-05-05 13:02:56,S001,P0072,4,114.12,0.0,456.48,456.48,Card,Store
T001036,2026-05-22 11:05:55,S002,P0031,1,133.01,13.3,133.01,119.71,Cash,Store
T001037,2026-05-01 16:33:36,S008,P0091,5,54.63,40.97,273.15,232.18,Card,Store
T001038,2026-05-12 22:49:17,S003,P0099,4,44.46,0.0,177.84,177.84,Card,Store
T001039,2026-05-23 12:07:14,S001,P0091,1,54.63,5.46,54.63,49.17,Wallet,Store
T001040,2026-05-23 22:18:01,S005,P0005,4,47.95,9.59,191.8,182.21,Wallet,Store
T001041,2026-05-11 01:59:44,S004,P0074,1,59.52,8.93,59.52,50.59,Wallet,Store
T001042,2026-05-13 13:18:38,S006,P0087,1,55.98,0.0,55.98,55.98,Card,Store
T001043,2026-05-06 23:35:57,S001,P0080,3,21.84,3.28,65.52,62.24,Wallet,Store
T001044,2026-05-05 12:11:39,S002,P0091,5,54.63,0.0,273.15,273.15,Cash,Store
T001045,2026-05-23 07:38:18,S002,P0070,4,101.49,60.89,405.96,345.07,Wallet,Store
T001046,2026-05-09 18:20:03,S004,P0098,3,88.52,13.28,265.56,252.28,Wallet,Store
T001047,2026-05-12 12:34:09,S005,P0055,1,63.94,0.0,63.94,63.94,Card,Store
T001048,2026-05-16 19:21:57,S009,P0063,5,97.34,0.0,486.7,486.7,Wallet,Store
T001049,2026-05-12 02:23:21,S005,P0069,4,173.59,104.15,694.36,590.21,Cash,Store
T001050,2026-05-06 10:29:57,S002,P0059,1,110.73,11.07,110.73,99.66,Cash,Store
T001051,2026-05-23 05:23:12,S003,P0014,3,166.66,0.0,499.98,499.98,Card,Store
T001052,2026-05-10 15:09:56,S004,P0020,5,53.57,0.0,267.85,267.85,Wallet,Store
T001053,2026-05-14 16:09:37,S003,P0070,4,101.49,20.3,405.96,385.66,Wallet,Store
T001054,2026-05-03 00:48:08,S001,P0083,3,41.33,0.0,123.99,123.99,Cash,Store
T001055,2026-05-11 23:52:31,S006,P0067,4,14.66,8.8,58.64,49.84,Wallet,Store
T001056,2026-05-18 16:12:40,S008,P0042,5,36.49,27.37,182.45,155.08,Card,Store
T001057,2026-05-06 09:27:59,S010,P0039,2,23.0,2.3,46.0,43.7,Cash,Store
T001058,2026-05-05 12:51:24,S006,P0062,3,57.17,0.0,171.51,171.51,Card,Store
T001059,2026-05-23 19:29:25,S003,P0059,5,110.73,0.0,553.65,553.65,Card,Store
T001060,2026-05-08 04:15:24,S003,P0024,2,111.14,0.0,222.28,222.28,Cash,Store
T001061,2026-05-09 13:27:33,S010,P0041,2,62.42,12.48,124.84,112.36,Cash,Store
T001062,2026-05-12 05:23:11,S009,P0027,1,36.85,1.84,36.85,35.01,Card,Store
T001063,2026-05-10 04:25:23,S009,P0058,2,51.47,15.44,102.94,87.5,Cash,Store
T001064,2026-05-11 05:40:54,S008,P0052,2,69.9,13.98,139.8,125.82,Cash,Store
T001065,2026-05-21 10:45:39,S009,P0095,5,181.52,45.38,907.6,862.22,Card,Store
T001066,2026-05-24 16:05:47,S010,P0038,2,44.59,13.38,89.18,75.8,Card,Store
T001067,2026-05-05 20:03:35,S002,P0089,4,21.03,0.0,84.12,84.12,Cash,Store
T001068,2026-05-08 16:14:14,S001,P0040,4,101.86,61.12,407.44,346.32,Card,Store
T001069,2026-05-21 07:06:18,S006,P0012,1,35.08,5.26,35.08,29.82,Wallet,Store
T001070,2026-05-01 03:02:36,S004,P0068,3,119.82,0.0,359.46,359.46,Wallet,Store
T001071,2026-05-07 17:51:26,S002,P0058,5,51.47,25.74,257.35,231.61,Card,Store
T001072,2026-05-22 13:08:45,S010,P0078,5,68.94,0.0,344.7,344.7,Card,Store
T001073,2026-05-12 00:26:37,S007,P0019,3,114.2,34.26,342.6,308.34,Card,Store
T001074,2026-05-18 03:11:21,S006,P0045,3,33.79,10.14,101.37,91.23,Cash,Store
T001075,2026-05-10 05:57:48,S008,P0094,4,138.97,55.59,555.88,500.29,Wallet,Store
T001076,2026-05-20 03:08:02,S007,P0055,2,63.94,19.18,127.88,108.7,Cash,Store
T001077,2026-05-11 02:24:25,S005,P0027,4,36.85,22.11,147.4,125.29,Wallet,Store
T001078,2026-05-14 23:15:29,S007,P0097,1,40.86,0.0,40.86,40.86,Card,Store
T001079,2026-05-23 20:40:37,S003,P0054,5,38.48,19.24,192.4,173.16,Cash,Store
T001080,2026-05-18 17:51:42,S003,P0026,4,65.35,13.07,261.4,248.33,Cash,Store
T001081,2026-05-18 16:52:25,S010,P0039,3,23.0,6.9,69.0,62.1,Cash,Store
T001082,2026-05-10 23:19:18,S001,P0004,2,44.1,4.41,88.2,83.79,Wallet,Store
T001083,2026-05-06 17:54:32,S002,P0061,3,110.26,33.08,330.78,297.7,Wallet,Store
T001084,2026-05-25 10:05:35,S004,P0083,1,41.33,0.0,41.33,41.33,Card,Store
T001085,2026-05-16 20:35:30,S010,P0009,3,105.05,47.27,315.15,267.88,Card,Store
T001086,2026-05-17 20:56:40,S008,P0034,1,23.19,1.16,23.19,22.03,Cash,Store
T001087,2026-05-05 11:38:21,S003,P0034,5,23.19,0.0,115.95,115.95,Card,Store
T001088,2026-05-02 09:55:39,S003,P0089,3,21.03,0.0,63.09,63.09,Card,Store
T001089,2026-05-10 19:16:57,S006,P0054,1,38.48,1.92,38.48,36.56,Wallet,Store
T001090,2026-05-25 03:26:27,S009,P0010,2,184.67,0.0,369.34,369.34,Wallet,Store
T001091,2026-05-11 10:57:42,S003,P0097,5,40.86,10.22,204.3,194.08,Card,Store
T001092,2026-05-19 12:48:08,S006,P0088,1,91.35,13.7,91.35,77.65,Cash,Store
T001093,2026-05-12 17:39:16,S003,P0002,5,70.73,17.68,353.65,335.97,Card,Store
T001094,2026-05-05 18:19:39,S003,P0044,1,21.97,0.0,21.97,21.97,Cash,Store
T001095,2026-05-18 20:03:55,S009,P0025,5,95.59,71.69,477.95,406.26,Wallet,Store
T001096,2026-05-03 04:14:38,S002,P0097,4,40.86,16.34,163.44,147.1,Cash,Store
T001097,2026-05-23 13:12:02,S008,P0003,3,61.31,9.2,183.93,174.73,Cash,Store
T001098,2026-05-06 11:05:35,S010,P0057,5,66.37,16.59,331.85,315.26,Cash,Store
T001099,2026-05-23 05:10:59,S002,P0096,2,134.76,0.0,269.52,269.52,Wallet,Store
T001100,2026-05-05 02:51:42,S005,P0030,2,137.6,0.0,275.2,275.2,Card,Store
T001101,2026-05-25 17:37:52,S002,P0089,1,21.03,0.0,21.03,21.03,Card,Store
T001102,2026-05-22 18:41:42,S004,P0006,1,60.11,0.0,60.11,60.11,Wallet,Store
T001103,2026-05-02 02:24:43,S008,P0008,1,18.79,0.94,18.79,17.85,Card,Store
T001104,2026-05-20 07:28:42,S001,P0086,1,62.39,0.0,62.39,62.39,Wallet,Store
T001105,2026-05-03 05:17:58,S003,P0026,3,65.35,0.0,196.05,196.05,Wallet,Store
T001106,2026-05-06 18:13:39,S010,P0036,3,14.43,2.16,43.29,41.13,Wallet,Store
T001107,2026-05-03 03:36:29,S004,P0079,5,12.41,9.31,62.05,52.74,Wallet,Store
T001108,2026-05-23 06:58:26,S001,P0098,5,88.52,0.0,442.6,442.6,Card,Store
T001109,2026-05-07 18:21:25,S009,P0022,1,90.67,0.0,90.67,90.67,Wallet,Store
T001110,2026-05-15 03:54:27,S006,P0061,5,110.26,0.0,551.3,551.3,Cash,Store
T001111,2026-05-17 08:17:05,S007,P0046,4,24.33,0.0,97.32,97.32,Card,Store
T001112,2026-05-04 18:55:21,S006,P0015,1,153.72,15.37,153.72,138.35,Cash,Store
T001113,2026-05-24 01:28:42,S006,P0064,3,32.29,14.53,96.87,82.34,Cash,Store
T001114,2026-05-10 16:38:12,S008,P0042,1,36.49,3.65,36.49,32.84,Wallet,Store
T001115,2026-05-18 14:49:43,S005,P0095,4,181.52,0.0,726.08,726.08,Card,Store
T001116,2026-05-22 13:22:41,S004,P0055,1,63.94,6.39,63.94,57.55,Cash,Store
T001117,2026-05-15 19:01:46,S008,P0002,1,70.73,7.07,70.73,63.66,Wallet,Store
T001118,2026-05-13 14:35:10,S002,P0087,1,55.98,0.0,55.98,55.98,Wallet,Store
T001119,2026-05-12 07:14:54,S002,P0076,2,119.43,0.0,238.86,238.86,Card,Store
T001120,2026-05-08 15:27:46,S010,P0026,4,65.35,0.0,261.4,261.4,Wallet,Store
T001121,2026-05-09 23:26:28,S005,P0064,5,32.29,24.22,161.45,137.23,Card,Store
T001122,2026-05-16 18:37:12,S008,P0046,5,24.33,12.17,121.65,109.48,Card,Store
T001123,2026-05-09 17:48:58,S008,P0019,1,114.2,0.0,114.2,114.2,Card,Store
T001124,2026-05-24 01:55:27,S003,P0030,1,137.6,0.0,137.6,137.6,Cash,Store
T001125,2026-05-20 11:54:14,S001,P0064,2,32.29,6.46,64.58,58.12,Cash,Store
T001126,2026-05-25 02:47:09,S010,P0039,5,23.0,0.0,115.0,115.0,Wallet,Store
T001127,2026-05-07 10:41:17,S009,P0097,4,40.86,16.34,163.44,147.1,Wallet,Store
T001128,2026-05-18 12:30:38,S008,P0064,5,32.29,8.07,161.45,153.38,Wallet,Store
T001129,2026-05-04 13:58:03,S001,P0070,1,101.49,10.15,101.49,91.34,Card,Store
T001130,2026-05-02 01:11:46,S007,P0041,4,62.42,24.97,249.68,224.71,Cash,Store
T001131,2026-05-14 04:53:47,S005,P0072,2,114.12,22.82,228.24,205.42,Card,Store
T001132,2026-05-19 17:51:37,S007,P0092,4,103.99,0.0,415.96,415.96,Wallet,Store
T001133,2026-05-16 20:28:15,S009,P0071,5,56.68,28.34,283.4,255.06,Cash,Store
T001134,2026-05-16 21:31:09,S001,P0065,4,32.67,6.53,130.68,124.15,Card,Store
T001135,2026-05-02 01:01:29,S006,P0079,3,12.41,1.86,37.23,35.37,Wallet,Store
